USN,LINE,WORKSTATION,STAGE,TRNDATA,TRNDATE,PASSCOUNT,RESULTFLAG,USERID,INSERTTIME,LINENO,VENDOR,A_ERRORCODE,AQM_ERRORCODE
USN000976,LINE005,WORKSTATION001,M3,USN000254,28-04-25 19:42:24,3,T,USER015,28-04-25 23:35:24,2,VENDOR2,,
USN000977,LINE003,WORKSTATION008,M5,USN000488,28-04-26 11:06:46,2,T,USER005,28-04-26 07:02:07,2,VENDOR3,,
USN000978,LINE003,WORKSTATION009,M4,USN000763,28-04-27 09:11:43,0,T,USER019,28-04-27 07:42:27,4,VENDOR1,,
USN000979,LINE001,WORKSTATION010,M1,USN000617,28-04-28 10:45:21,0,T,USER013,28-04-28 18:11:59,4,VENDOR3,,
USN000980,LINE003,WORKSTATION005,M5,USN000593,28-04-29 05:27:37,0,T,USER002,28-04-29 11:34:51,4,VENDOR3,K3675908,ERROR2
USN000981,LINE003,WORKSTATION005,M5,USN000207,28-04-30 15:23:37,0,F,USER016,28-04-30 01:00:39,1,VENDOR4,,
USN000982,LINE005,WORKSTATION008,M1,USN000044,28-05-01 03:58:24,0,T,USER002,28-05-01 23:46:24,3,VENDOR2,,
USN000983,LINE002,WORKSTATION003,M2,USN000601,28-05-02 03:12:10,1,T,USER020,28-05-02 16:35:29,5,VENDOR4,,
USN000984,LINE002,WORKSTATION006,M2,USN000392,28-05-03 10:36:43,1,T,USER016,28-05-03 16:48:20,3,VENDOR1,,ERROR2
USN000985,LINE002,WORKSTATION007,M1,USN000955,28-05-04 10:09:29,0,T,USER009,28-05-04 06:18:45,4,VENDOR1,,
USN000986,LINE003,WORKSTATION003,M1,USN000566,28-05-05 15:43:55,0,T,USER002,28-05-05 08:29:38,4,VENDOR1,,
USN000987,LINE004,WORKSTATION007,M5,USN000835,28-05-06 00:37:18,2,T,USER003,28-05-06 02:10:00,5,VENDOR5,,
USN000988,LINE001,WORKSTATION010,M4,USN000318,28-05-07 12:34:45,3,T,USER013,28-05-07 18:16:18,4,VENDOR3,,
USN000989,LINE004,WORKSTATION002,M5,USN001000,28-05-08 13:54:08,0,T,USER008,28-05-08 03:40:16,3,VENDOR5,K5881103,
USN000990,LINE002,WORKSTATION003,M5,USN000672,28-05-09 00:48:44,1,F,USER001,28-05-09 11:00:25,2,VENDOR4,K0054326,
USN000991,LINE004,WORKSTATION001,M1,USN000014,28-05-10 01:15:53,2,T,USER007,28-05-10 22:36:16,2,VENDOR1,,
USN000992,LINE004,WORKSTATION004,M4,USN000908,28-05-11 20:43:15,1,T,USER005,28-05-11 09:56:27,5,VENDOR3,,
USN000993,LINE003,WORKSTATION006,M1,USN000221,28-05-12 11:50:25,2,T,USER013,28-05-12 10:34:57,2,VENDOR2,,
USN000994,LINE002,WORKSTATION001,M2,USN000232,28-05-13 01:48:15,0,F,USER007,28-05-13 13:52:14,3,VENDOR3,,ERROR4
USN000995,LINE001,WORKSTATION009,M4,USN000483,28-05-14 07:52:06,0,F,USER001,28-05-14 09:01:17,4,VENDOR4,,
USN000996,LINE005,WORKSTATION010,M2,USN000371,28-05-15 15:24:59,1,T,USER019,28-05-15 03:48:08,4,VENDOR4,,
USN000997,LINE004,WORKSTATION001,M2,USN000334,28-05-16 04:02:39,3,T,USER013,28-05-16 17:34:18,1,VENDOR3,,
USN000998,LINE004,WORKSTATION005,M1,USN000924,28-05-17 14:02:15,2,T,USER004,28-05-17 04:22:28,5,VENDOR4,,
USN000999,LINE005,WORKSTATION007,M3,USN000788,28-05-18 20:55:28,1,T,USER010,28-05-18 07:53:16,2,VENDOR1,,
USN001000,LINE003,WORKSTATION001,M2,USN000838,28-05-19 08:23:52,3,T,USER018,28-05-19 08:29:11,2,VENDOR4,,
